time,position,velocity,acceleration
3.3,0,0,-9.8
3.31,0,0,-9.8
3.32,0,0,-9.8
3.33,0,0,-9.8
3.34,0,0,-9.8
3.35,0,0,-9.8
3.36,0,0,-9.8
3.37,0,0,-9.8
3.38,0,0,-9.8
3.39,0,0,-9.8
3.4,0,0,-9.8
3.41,0,0,-9.8
3.42,0,0,-9.8
3.43,0,0,-9.8
3.44,0,0,-9.8
3.45,0,0,-9.8
3.46,0,0,-9.8
3.47,0,0,-9.8
3.48,0,0,-9.8
3.49,0,0,-9.8
3.5,0,0,-9.8
3.51,0,0,-9.8
3.52,0,0,-9.8
3.53,0,0,-9.8
3.54,0,0,-9.8
3.55,0,0,-9.8
3.56,0,0,-9.8
3.57,0,0,-9.8
3.58,0,0,-9.8
3.59,0,0,-9.8
3.6,0,0,-9.8
3.61,0,0,-9.8
3.62,0,0,-9.8
3.63,0,0,-9.8
3.64,0,0,-9.8
3.65,0,0,-9.8
3.66,0,0,-9.8
3.67,0,0,-9.8
3.68,0,0,-9.8
3.69,0,0,-9.8
3.7,0,0,-9.8
3.71,0,0,-9.8
3.72,0,0,-9.8
3.73,0,0,-9.8
3.74,0,0,-9.8
3.75,0,0,-9.8
3.76,0,0,-9.8
3.77,0,0,-9.8
3.78,0,0,-9.8
3.79,0,0,-9.8
3.8,0,0,-9.8
3.81,0,0,-9.8
3.82,0,0,-9.8
3.83,0,0,-9.8
3.84,0,0,-9.8
3.85,0,0,-9.8
3.86,0,0,-9.8
3.87,0,0,-9.8
3.88,0,0,-9.8
3.89,0,0,-9.8
3.9,0,0,-9.8
3.91,0,0,-9.8
3.92,0,0,-9.8
3.93,0,0,-9.8
3.94,0,0,-9.8
3.95,0,0,-9.8
3.96,0,0,-9.8
3.97,0,0,-9.8
3.98,0,0,-9.8
3.99,0,0,-9.8
4,0,0,-9.8
4.01,0,0,-9.8
4.02,0,0,-9.8
4.03,0,0,-9.8
4.04,0,0,-9.8
4.05,0,0,-9.8
4.06,0,0,-9.8
4.07,0,0,-9.8
4.08,0,0,-9.8
4.09,0,0,-9.8
4.1,0,0,-9.8
4.11,0,0,-9.8
4.12,0,0,-9.8
4.13,0,0,-9.8
4.14,0,0,-9.8
4.15,0,0,-9.8
4.16,0,0,-9.8
4.17,0,0,-9.8
4.18,0,0,-9.8
4.19,0,0,-9.8
4.2,0,0,-9.8
4.21,0,0,-9.8
4.22,0,0,-9.8
4.23,0,0,-9.8
4.24,0,0,-9.8
4.25,0,0,-9.8
4.26,0,0,-9.8
4.27,0,0,-9.8
4.28,0,0,-9.8
4.29,0,0,-9.8
4.3,0,0,-9.8
4.31,0,0,-9.8
4.32,0,0,-9.8
4.33,0,0,-9.8
4.34,0,0,-9.8
4.35,0,0,-9.8
4.36,0,0,-9.8
4.37,0,0,-9.8
4.38,0,0,-9.8
4.39,0,0,-9.8
4.4,0,0,-9.8
4.41,0,0,-9.8
4.42,0,0,-9.8
4.43,0,0,-9.8
4.44,0,0,-9.8
4.45,0,0,-9.8
4.46,0,0,-9.8
4.47,0,0,-9.8
4.48,0,0,-9.8
4.49,0,0,-9.8
4.5,0,0,-9.8
4.51,0,0,-9.8
4.52,0,0,-9.8
4.53,0,0,-9.8
4.54,0,0,-9.8
4.55,0,0,-9.8
4.56,0,0,-9.8
4.57,0,0,-9.8
4.58,0,0,-9.8
4.59,0,0,-9.8
4.6,0,0,-9.8
4.61,0,0,-9.8
4.62,0,0,-9.8
4.63,0,0,-9.8
4.64,0,0,-9.8
4.65,0,0,-9.8
4.66,0,0,-9.8
4.67,0,0,-9.8
4.68,0,0,-9.8
4.69,0,0,-9.8
4.7,0,0,-9.8
4.71,0,0,-9.8
4.72,0,0,-9.8
4.73,0,0,-9.8
4.74,0,0,-9.8
4.75,0,0,-9.8
4.76,0,0,-9.8
4.77,0,0,-9.8
4.78,0,0,-9.8
4.79,0,0,-9.8
4.8,0,0,-9.8
4.81,0,0,-9.8
4.82,0,0,-9.8
4.83,0,0,-9.8
4.84,0,0,-9.8
4.85,0,0,-9.8
4.86,0,0,-9.8
4.87,0,0,-9.8
4.88,0,0,-9.8
4.89,0,0,-9.8
4.9,0,0,-9.8
4.91,0,0,-9.8
4.92,0,0,-9.8
4.93,0,0,-9.8
4.94,0,0,-9.8
4.95,0,0,-9.8
4.96,0,0,-9.8
4.97,0,0,-9.8
4.98,0,0,-9.8
4.99,0,0,-9.8
5,0,0,-9.8
5.01,0,0,-9.8
5.02,0,0,-9.8
5.03,0,0,-9.8
5.04,0,0,-9.8
5.05,0,0,-9.8
5.06,0,0,-9.8
5.07,0,0,-9.8
5.08,0,0,-9.8
5.09,0,0,-9.8
5.1,0,0,-9.8
5.11,0,0,-9.8
5.12,0,0,-9.8
5.13,0,0,-9.8
5.14,0,0,-9.8
5.15,0,0,-9.8
5.16,0,0,-9.8
5.17,0,0,-9.8
5.18,0,0,-9.8
5.19,0,0,-9.8
5.2,0,0,-9.8
5.21,0,0,-9.8
5.22,0,0,-9.8
5.23,0,0,-9.8
5.24,0,0,-9.8
5.25,0,0,-9.8
5.26,0,0,-9.8
5.27,0,0,-9.8
5.28,0,0,-9.8
5.29,0,0,-9.8
5.3,0,0,-9.8
5.31,0,0,-9.8
5.32,0,0,-9.8
5.33,0,0,-9.8
5.34,0,0,-9.8
5.35,0,0,-9.8
5.36,0,0,-9.8
5.37,0,0,-9.8
5.38,0,0,-9.8
5.39,0,0,-9.8
5.4,0,0,-9.8
5.41,0,0,-9.8
5.42,0,0,-9.8
5.43,0,0,-9.8
5.44,0,0,-9.8
5.45,0,0,-9.8
5.46,0,0,-9.8
5.47,0,0,-9.8
5.48,0,0,-9.8
5.49,0,0,-9.8
5.5,0,0,-9.8
5.51,0,0,-9.8
5.52,0,0,-9.8
5.53,0,0,-9.8
5.54,0,0,-9.8
5.55,0,0,-9.8
5.56,0,0,-9.8
5.57,0,0,-9.8
5.58,0,0,-9.8
5.59,0,0,-9.8
5.6,0,0,-9.8
5.61,0,0,-9.8
5.62,0,0,-9.8
5.63,0,0,-9.8
5.64,0,0,-9.8
5.65,0,0,-9.8
5.66,0,0,-9.8
5.67,0,0,-9.8
5.68,0,0,-9.8
5.69,0,0,-9.8
5.7,0,0,-9.8
5.71,0,0,-9.8
5.72,0,0,-9.8
5.73,0,0,-9.8
5.74,0,0,-9.8
5.75,0,0,-9.8
5.76,0,0,-9.8
5.77,0,0,-9.8
5.78,0,0,-9.8
5.79,0,0,-9.8
5.8,0,0,-9.8
5.81,0,0,-9.8
5.82,0,0,-9.8
5.83,0,0,-9.8
5.84,0,0,-9.8
5.85,0,0,-9.8
5.86,0,0,-9.8
5.87,0,0,-9.8
5.88,0,0,-9.8
5.89,0,0,-9.8
5.9,0,0,-9.8
5.91,0,0,-9.8
5.92,0,0,-9.8
5.93,0,0,-9.8
5.94,0,0,-9.8
5.95,0,0,-9.8
5.96,0,0,-9.8
5.97,0,0,-9.8
5.98,0,0,-9.8
5.99,0,0,-9.8
6,0,0,-9.8
6.01,0,0,-9.8
6.02,0,0,-9.8
6.03,0,0,-9.8
6.04,0,0,-9.8
6.05,0,0,-9.8
6.06,0,0,-9.8
6.07,0,0,-9.8
6.08,0,0,-9.8
6.09,0,0,-9.8
6.1,0,0,-9.8
6.11,0,0,-9.8
6.12,0,0,-9.8
6.13,0,0,-9.8
6.14,0,0,-9.8
6.15,0,0,-9.8
6.16,0,0,-9.8
6.17,0,0,-9.8
6.18,0,0,-9.8
6.19,0,0,-9.8
6.2,0,0,-9.8
6.21,0,0,-9.8
6.22,0,0,-9.8
6.23,0,0,-9.8
6.24,0,0,-9.8
6.25,0,0,-9.8
6.26,0,0,-9.8
6.27,0,0,-9.8
6.28,0,0,-9.8
6.29,0,0,-9.8
6.3,0,0,-9.8
6.31,0,0,-9.8
6.32,0,0,-9.8
6.33,0,0,-9.8
6.34,0,0,-9.8
6.35,0,0,-9.8
6.36,0,0,-9.8
6.37,0,0,-9.8
6.38,0,0,-9.8
6.39,0,0,-9.8
6.4,0,0,-9.8
6.41,0,0,-9.8
6.42,0,0,-9.8
6.43,0,0,-9.8
6.44,0,0,-9.8
6.45,0,0,-9.8
6.46,0,0,-9.8
6.47,0,0,-9.8
6.48,0,0,-9.8
6.49,0,0,-9.8
6.5,0,0,-9.8
6.51,0,0,-9.8
6.52,0,0,-9.8
6.53,0,0,-9.8
6.54,0,0,-9.8
6.55,0,0,-9.8
6.56,0,0,-9.8
6.57,0,0,-9.8
6.58,0,0,-9.8
6.59,0,0,-9.8
6.6,0,0,-9.8
6.61,0,0,-9.8
6.62,0,0,-9.8
6.63,0,0,-9.8
6.64,0,0,-9.8
6.65,0,0,-9.8
6.66,0,0,-9.8
6.67,0,0,-9.8
6.68,0,0,-9.8
6.69,0,0,-9.8
6.7,0,0,-9.8
6.71,0,0,-9.8
6.72,0,0,-9.8
6.73,0,0,-9.8
6.74,0,0,-9.8
6.75,0,0,-9.8
6.76,0,0,-9.8
6.77,0,0,-9.8
6.78,0,0,-9.8
6.79,0,0,-9.8
6.8,0,0,-9.8
6.81,0,0,-9.8
6.82,0,0,-9.8
6.83,0,0,-9.8
6.84,0,0,-9.8
6.85,0,0,-9.8
6.86,0,0,-9.8
6.87,0,0,-9.8
6.88,0,0,-9.8
6.89,0,0,-9.8
6.9,0,0,-9.8
6.91,0,0,-9.8
6.92,0,0,-9.8
6.93,0,0,-9.8
6.94,0,0,-9.8
6.95,0,0,-9.8
6.96,0,0,-9.8
6.97,0,0,-9.8
6.98,0,0,-9.8
6.99,0,0,-9.8
7,0,0,-9.8
7.01,0,0,-9.8
7.02,0,0,-9.8
7.03,0,0,-9.8
7.04,0,0,-9.8
7.05,0,0,-9.8
7.06,0,0,-9.8
7.07,0,0,-9.8
7.08,0,0,-9.8
7.09,0,0,-9.8
7.1,0,0,-9.8
7.11,0,0,-9.8
7.12,0,0,-9.8
7.13,0,0,-9.8
7.14,0,0,-9.8
7.15,0,0,-9.8
7.16,0,0,-9.8
7.17,0,0,-9.8
7.18,0,0,-9.8
7.19,0,0,-9.8
7.2,0,0,-9.8
7.21,0,0,-9.8
7.22,0,0,-9.8
7.23,0,0,-9.8
7.24,0,0,-9.8
7.25,0,0,-9.8
7.26,0,0,-9.8
7.27,0,0,-9.8
7.28,0,0,-9.8
7.29,0,0,-9.8
7.3,0,0,-9.8
7.31,0,0,-9.8
7.32,0,0,-9.8
7.33,0,0,-9.8
7.34,0,0,-9.8
7.35,0,0,-9.8
7.36,0,0,-9.8
7.37,0,0,-9.8
7.38,0,0,-9.8
7.39,0,0,-9.8
7.4,0,0,-9.8
7.41,0,0,-9.8
7.42,0,0,-9.8
7.43,0,0,-9.8
7.44,0,0,-9.8
7.45,0,0,-9.8
7.46,0,0,-9.8
7.47,0,0,-9.8
7.48,0,0,-9.8
7.49,0,0,-9.8
7.5,0,0,-9.8
7.51,0,0,-9.8
7.52,0,0,-9.8
7.53,0,0,-9.8
7.54,0,0,-9.8
7.55,0,0,-9.8
7.56,0,0,-9.8
7.57,0,0,-9.8
7.58,0,0,-9.8
7.59,0,0,-9.8
7.6,0,0,-9.8
7.61,0,0,-9.8
7.62,0,0,-9.8
7.63,0,0,-9.8
7.64,0,0,-9.8
7.65,0,0,-9.8
7.66,0,0,-9.8
7.67,0,0,-9.8
7.68,0,0,-9.8
7.69,0,0,-9.8
7.7,0,0,-9.8
7.71,0,0,-9.8
7.72,0,0,-9.8
7.73,0,0,-9.8
7.74,0,0,-9.8
7.75,0,0,-9.8
7.76,0,0,-9.8
7.77,0,0,-9.8
7.78,0,0,-9.8
7.79,0,0,-9.8
7.8,0,0,-9.8
7.81,0,0,-9.8
7.82,0,0,-9.8
7.83,0,0,-9.8
7.84,0,0,-9.8
7.85,0,0,-9.8
7.86,0,0,-9.8
7.87,0,0,-9.8
7.88,0,0,-9.8
7.89,0,0,-9.8
7.9,0,0,-9.8
7.91,0,0,-9.8
7.92,0,0,-9.8
7.93,0,0,-9.8
7.94,0,0,-9.8
7.95,0,0,-9.8
7.96,0,0,-9.8
7.97,0,0,-9.8
7.98,0,0,-9.8
7.99,0,0,-9.8
8,0,0,-9.8
8.01,0,0,-9.8
8.02,0,0,-9.8
8.03,0,0,-9.8
8.04,0,0,-9.8
8.05,0,0,-9.8
8.06,0,0,-9.8
8.07,0,0,-9.8
8.08,0,0,-9.8
8.09,0,0,-9.8
8.1,0,0,-9.8
8.11,0,0,-9.8
8.12,0,0,-9.8
8.13,0,0,-9.8
8.14,0,0,-9.8
8.15,0,0,-9.8
8.16,0,0,-9.8
8.17,0,0,-9.8
8.18,0,0,-9.8
8.19,0,0,-9.8
8.2,0,0,-9.8
8.21,0,0,-9.8
8.22,0,0,-9.8
8.23,0,0,-9.8
8.24,0,0,-9.8
8.25,0,0,-9.8
8.26,0,0,-9.8
8.27,0,0,-9.8
8.28,0,0,-9.8
8.29,0,0,-9.8
8.3,0,0,-9.8
8.31,0,0,-9.8
8.32,0,0,-9.8
8.33,0,0,-9.8
8.34,0,0,-9.8
8.35,0,0,-9.8
8.36,0,0,-9.8
8.37,0,0,-9.8
8.38,0,0,-9.8
8.39,0,0,-9.8
8.4,0,0,-9.8
8.41,0,0,-9.8
8.42,0,0,-9.8
8.43,0,0,-9.8
8.44,0,0,-9.8
8.45,0,0,-9.8
8.46,0,0,-9.8
8.47,0,0,-9.8
8.48,0,0,-9.8
8.49,0,0,-9.8
8.5,0,0,-9.8
8.51,0,0,-9.8
8.52,0,0,-9.8
8.53,0,0,-9.8
8.54,0,0,-9.8
8.55,0,0,-9.8
8.56,0,0,-9.8
8.57,0,0,-9.8
8.58,0,0,-9.8
8.59,0,0,-9.8
8.6,0,0,-9.8
8.61,0,0,-9.8
8.62,0,0,-9.8
8.63,0,0,-9.8
8.64,0,0,-9.8
8.65,0,0,-9.8
8.66,0,0,-9.8
8.67,0,0,-9.8
8.68,0,0,-9.8
8.69,0,0,-9.8
8.7,0,0,-9.8
8.71,0,0,-9.8
8.72,0,0,-9.8
8.73,0,0,-9.8
8.74,0,0,-9.8
8.75,0,0,-9.8
8.76,0,0,-9.8
8.77,0,0,-9.8
8.78,0,0,-9.8
8.79,0,0,-9.8
8.8,0,0,-9.8
8.81,0,0,-9.8
8.82,0,0,-9.8
8.83,0,0,-9.8
8.84,0,0,-9.8
8.85,0,0,-9.8
8.86,0,0,-9.8
8.87,0,0,-9.8
8.88,0,0,-9.8
8.89,0,0,-9.8
8.9,0,0,-9.8
8.91,0,0,-9.8
8.92,0,0,-9.8
8.93,0,0,-9.8
8.94,0,0,-9.8
8.95,0,0,-9.8
8.96,0,0,-9.8
8.97,0,0,-9.8
8.98,0,0,-9.8
8.99,0,0,-9.8
9,0,0,-9.8
9.01,0,0,-9.8
9.02,0,0,-9.8
9.03,0,0,-9.8
9.04,0,0,-9.8
9.05,0,0,-9.8
9.06,0,0,-9.8
9.07,0,0,-9.8
9.08,0,0,-9.8
9.09,0,0,-9.8
9.1,0,0,-9.8
9.11,0,0,-9.8
9.12,0,0,-9.8
9.13,0,0,-9.8
9.14,0,0,-9.8
9.15,0,0,-9.8
9.16,0,0,-9.8
9.17,0,0,-9.8
9.18,0,0,-9.8
9.19,0,0,-9.8
9.2,0,0,-9.8
9.21,0,0,-9.8
9.22,0,0,-9.8
9.23,0,0,-9.8
9.24,0,0,-9.8
9.25,0,0,-9.8
9.26,0,0,-9.8
9.27,0,0,-9.8
9.28,0,0,-9.8
9.29,0,0,-9.8
9.3,0,0,-9.8
9.31,0,0,-9.8
9.32,0,0,-9.8
9.33,0,0,-9.8
9.34,0,0,-9.8
9.35,0,0,-9.8
9.36,0,0,-9.8
9.37,0,0,-9.8
9.38,0,0,-9.8
9.39,0,0,-9.8
9.4,0,0,-9.8
9.41,0,0,-9.8
9.42,0,0,-9.8
9.43,0,0,-9.8
9.44,0,0,-9.8
9.45,0,0,-9.8
9.46,0,0,-9.8
9.47,0,0,-9.8
9.48,0,0,-9.8
9.49,0,0,-9.8
9.5,0,0,-9.8
9.51,0,0,-9.8
9.52,0,0,-9.8
9.53,0,0,-9.8
9.54,0,0,-9.8
9.55,0,0,-9.8
9.56,0,0,-9.8
9.57,0,0,-9.8
9.58,0,0,-9.8
9.59,0,0,-9.8
9.6,0,0,-9.8
9.61,0,0,-9.8
9.62,0,0,-9.8
9.63,0,0,-9.8
9.64,0,0,-9.8
9.65,0,0,-9.8
9.66,0,0,-9.8
9.67,0,0,-9.8
9.68,0,0,-9.8
9.69,0,0,-9.8
9.7,0,0,-9.8
9.71,0,0,-9.8
9.72,0,0,-9.8
9.73,0,0,-9.8
9.74,0,0,-9.8
9.75,0,0,-9.8
9.76,0,0,-9.8
9.77,0,0,-9.8
9.78,0,0,-9.8
9.79,0,0,-9.8
9.8,0,0,-9.8
9.81,0,0,-9.8
9.82,0,0,-9.8
9.83,0,0,-9.8
9.84,0,0,-9.8
9.85,0,0,-9.8
9.86,0,0,-9.8
9.87,0,0,-9.8
9.88,0,0,-9.8
9.89,0,0,-9.8
9.9,0,0,-9.8
9.91,0,0,-9.8
9.92,0,0,-9.8
9.93,0,0,-9.8
9.94,0,0,-9.8
9.95,0,0,-9.8
9.96,0,0,-9.8
9.97,0,0,-9.8
9.98,0,0,-9.8
9.99,0,0,-9.8
10,0,0,-9.8
